campaign,model,agent_mode,channel,scene,hops,milestones_done,milestones_trackable,milestones_presatisfied,steps_used,termination,frames_completed,max_steps,temperature,output_cap,thinking,milestone_hint,seed_count,codex_sandboxed,codex_timeout_s,server_port,wall_min,model_calls,ceiling_hits,wire_requests,input_tokens,output_tokens,trajectory,prompt_layout,response_style
g56l154,gpt-5.6-sol,worldmodel,codex,0356,4,4,4,0,162,agent_esc,1|72|138|161,300,0.7,1024,off,on,1,True,900,,20,19,0,,,,,legacy,full
g56l154,gpt-5.6-sol,worldmodel,codex,0360,4,0,4,0,300,max_steps,-1|-1|-1|-1,300,0.7,1024,off,on,1,True,900,,22,16,0,,,,,legacy,full
g56l154,gpt-5.6-sol,worldmodel,codex,0368,4,2,4,1,300,max_steps,19|-1|89|-1,300,0.7,1024,off,on,1,True,900,,35,28,0,,,,,legacy,full
g56l154,gpt-5.6-sol,worldmodel,codex,0369,4,3,4,0,300,max_steps,39|24|47|-1,300,0.7,1024,off,on,1,True,900,,29,18,0,,,,,legacy,full
g56l154,gpt-5.6-sol,worldmodel,codex,0381,4,2,4,0,300,max_steps,1|50|-1|-1,300,0.7,1024,off,on,1,True,900,,30,20,0,,,,,legacy,full
g56l154,gpt-5.6-sol,worldmodel,codex,0387,4,3,4,0,300,max_steps,1|19|27|-1,300,0.7,1024,off,on,1,True,900,,33,17,0,,,,,legacy,full
g56l154,gpt-5.6-sol,worldmodel,codex,0393,4,0,4,1,300,max_steps,-1|-1|-1|-1,300,0.7,1024,off,on,1,True,900,,26,20,0,,,,,legacy,full
g56l154,gpt-5.6-sol,worldmodel,codex,0408,4,0,4,0,300,max_steps,-1|-1|-1|-1,300,0.7,1024,off,on,1,True,900,,19,14,0,,,,,legacy,full
g56l154,gpt-5.6-sol,worldmodel,codex,0410,4,2,4,0,300,max_steps,-1|-1|19|56,300,0.7,1024,off,on,1,True,900,,31,15,0,,,,,legacy,full
g56l154,gpt-5.6-sol,worldmodel,codex,0412,4,1,4,0,300,max_steps,23|-1|-1|-1,300,0.7,1024,off,on,1,True,900,,62,20,0,,,,,legacy,full
g56l154,gpt-5.6-sol,worldmodel,codex,0416,4,2,4,1,300,max_steps,1|19|-1|-1,300,0.7,1024,off,on,1,True,900,,72,13,0,,,,,legacy,full
g56l154,gpt-5.6-sol,worldmodel,codex,0462,4,2,4,0,300,max_steps,30|-1|-1|1,300,0.7,1024,off,on,1,True,900,,50,54,0,,,,,legacy,full
g56l154,gpt-5.6-sol,worldmodel,codex,0475,4,0,4,0,300,max_steps,-1|-1|-1|-1,300,0.7,1024,off,on,1,True,900,,31,15,0,,,,,legacy,full
g56l154,gpt-5.6-sol,worldmodel,codex,0492,4,1,4,0,300,max_steps,19|-1|-1|-1,300,0.7,1024,off,on,1,True,900,,24,15,0,,,,,legacy,full
g56l154,gpt-5.6-sol,worldmodel,codex,0500,4,1,4,0,300,max_steps,1|-1|-1|-1,300,0.7,1024,off,on,1,True,900,,20,19,0,,,,,legacy,full
g56l154,gpt-5.6-sol,worldmodel,codex,0501,4,3,4,0,300,max_steps,25|139|106|-1,300,0.7,1024,off,on,1,True,900,,48,51,0,,,,,legacy,full
g56l154,gpt-5.6-sol,worldmodel,codex,0502,4,2,4,0,300,max_steps,28|59|-1|-1,300,0.7,1024,off,on,1,True,900,,35,39,0,,,,,legacy,full
g56l154,gpt-5.6-sol,worldmodel,codex,0504,4,3,4,0,300,max_steps,1|10|-1|81,300,0.7,1024,off,on,1,True,900,,26,22,0,,,,,legacy,full
g56l154,gpt-5.6-sol,worldmodel,codex,0508,4,2,4,0,300,max_steps,32|-1|32|-1,300,0.7,1024,off,on,1,True,900,,19,14,0,,,,,legacy,full
g56l154,gpt-5.6-sol,worldmodel,codex,0514,4,3,4,0,300,max_steps,45|1|-1|1,300,0.7,1024,off,on,1,True,900,,24,17,0,,,,,legacy,full
g56l154,gpt-5.6-sol,worldmodel,codex,0520,4,0,4,0,300,max_steps,-1|-1|-1|-1,300,0.7,1024,off,on,1,True,900,,18,12,0,,,,,legacy,full
g56l154,gpt-5.6-sol,worldmodel,codex,0522,4,2,4,0,300,max_steps,1|202|-1|-1,300,0.7,1024,off,on,1,True,900,,21,15,0,,,,,legacy,full
g56l154,gpt-5.6-sol,worldmodel,codex,0525,4,2,4,0,300,max_steps,38|86|-1|-1,300,0.7,1024,off,on,1,True,900,,21,20,0,,,,,legacy,full
g56l154,gpt-5.6-sol,worldmodel,codex,0537,4,1,4,0,300,max_steps,65|-1|-1|-1,300,0.7,1024,off,on,1,True,900,,28,19,0,,,,,legacy,full
g56l154,gpt-5.6-sol,worldmodel,codex,0543,4,0,4,0,300,max_steps,-1|-1|-1|-1,300,0.7,1024,off,on,1,True,900,,25,18,0,,,,,legacy,full
g56l154,gpt-5.6-sol,worldmodel,codex,0548,4,3,4,0,300,max_steps,1|1|170|-1,300,0.7,1024,off,on,1,True,900,,24,18,0,,,,,legacy,full
g56l154,gpt-5.6-sol,worldmodel,codex,0555,4,0,4,0,300,max_steps,-1|-1|-1|-1,300,0.7,1024,off,on,1,True,900,,24,14,0,,,,,legacy,full
g56l154,gpt-5.6-sol,worldmodel,codex,0556,4,4,4,0,281,agent_esc,1|5|214|280,300,0.7,1024,off,on,1,True,900,,28,30,0,,,,,legacy,full
g56l154,gpt-5.6-sol,worldmodel,codex,0560,4,0,4,0,300,max_steps,-1|-1|-1|-1,300,0.7,1024,off,on,1,True,900,,21,18,0,,,,,legacy,full
g56l154,gpt-5.6-sol,worldmodel,codex,0573,4,4,4,0,236,agent_esc,15|17|163|235,300,0.7,1024,off,on,1,True,900,,20,14,0,,,,,legacy,full
g56l154,gpt-5.6-sol,worldmodel,codex,0576,4,3,4,0,300,max_steps,32|-1|32|137,300,0.7,1024,off,on,1,True,900,,28,23,0,,,,,legacy,full
g56l154,gpt-5.6-sol,worldmodel,codex,0580,4,3,4,0,300,max_steps,2|1|162|-1,300,0.7,1024,off,on,1,True,900,,28,19,0,,,,,legacy,full
g56l154,gpt-5.6-sol,worldmodel,codex,0581,4,1,4,1,300,max_steps,50|-1|-1|-1,300,0.7,1024,off,on,1,True,900,,37,28,0,,,,,legacy,full
g56l154,gpt-5.6-sol,worldmodel,codex,0589,4,2,4,1,300,max_steps,1|2|-1|-1,300,0.7,1024,off,on,1,True,900,,24,20,0,,,,,legacy,full
g56l154,gpt-5.6-sol,worldmodel,codex,0591,4,2,4,0,300,max_steps,20|-1|170|-1,300,0.7,1024,off,on,1,True,900,,22,18,0,,,,,legacy,full
