arm,scene,tag,prompt_layout,milestones_done,milestones_trackable,milestones_total,milestones_presatisfied,all_milestones_done,steps,termination,in_shared_set,frozen_pct,frozen_max_run,stalled_pct,revisit_pct,coverage,tortuosity,esc_presses,loop_self_reports,gui_limit_mentions,analyzer_turns,turns_without_action,stuck_class
default,0576,q35a-default-vllm-append-only-0576,append-only,1,4,4,0,False,200,max_steps,True,0.0,2,91.0,93.5,0.065,4.93,0,47,0,0,0,clean
default,0591,q35a-default-vllm-append-only-0591,append-only,0,4,4,0,False,200,max_steps,False,0.0,1,73.1,94.9,0.051,9.26,0,85,0,0,0,clean
default,0603,q35a-default-vllm-append-only-0603,append-only,1,4,4,0,False,200,max_steps,True,0.0,3,89.9,90.0,0.100,3.27,0,49,0,0,0,clean
default,0659,q35a-default-vllm-append-only-0659,append-only,0,4,4,1,False,200,max_steps,False,0.0,2,45.7,79.0,0.210,1.67,0,201,0,0,0,clean
default,0675,q35a-default-vllm-append-only-0675,append-only,0,4,4,0,False,200,max_steps,True,2.5,5,97.0,92.5,0.075,2.46,0,71,0,0,0,clean
default,0694,q35a-default-vllm-append-only-0694,append-only,1,4,4,0,False,200,max_steps,True,0.0,1,77.9,91.0,0.090,7.45,0,45,0,0,0,clean
default,0695,q35a-default-vllm-append-only-0695,append-only,1,4,4,0,False,200,max_steps,False,0.0,1,73.9,89.0,0.110,2.13,0,90,0,0,0,clean
default,0726,q35a-default-vllm-append-only-0726,append-only,0,4,4,0,False,200,max_steps,True,0.0,1,79.9,90.0,0.100,3.45,0,42,0,0,0,clean
default,0730,q35a-default-vllm-append-only-0730,append-only,1,4,4,0,False,200,max_steps,False,0.0,1,79.9,96.0,0.040,16.86,0,108,0,0,0,pacing_loop
default,0763,q35a-default-vllm-append-only-0763,append-only,1,4,4,0,False,200,max_steps,True,0.0,1,91.0,90.0,0.100,2.24,0,49,0,0,0,clean
hypothesis,0074,q35a-hypothesis-vllm-append-only-0074,append-only,3,4,4,0,False,200,max_steps,True,2.5,5,73.9,87.0,0.130,2.85,0,136,0,0,0,clean
hypothesis,0102,q35a-hypothesis-vllm-append-only-0102,append-only,0,4,4,0,False,200,max_steps,True,48.0,96,91.0,93.5,0.065,3.51,75,148,0,0,0,esc_deadlock
hypothesis,0118,q35a-hypothesis-vllm-append-only-0118,append-only,0,4,4,0,False,200,max_steps,True,0.0,1,88.2,86.2,0.138,2.56,0,14,0,0,0,clean
hypothesis,0130,q35a-hypothesis-vllm-append-only-0130,append-only,0,4,4,0,False,200,max_steps,True,0.0,1,53.3,81.0,0.190,2.21,0,9,0,0,0,clean
hypothesis,0182,q35a-hypothesis-vllm-append-only-0182,append-only,1,4,4,0,False,200,max_steps,True,0.0,2,71.9,92.5,0.075,6.94,0,22,1,0,0,clean
hypothesis,0232,q35a-hypothesis-vllm-append-only-0232,append-only,0,4,4,0,False,200,max_steps,True,0.0,1,68.3,94.0,0.060,7.90,0,79,1,0,0,clean
hypothesis,0306,q35a-hypothesis-vllm-append-only-0306,append-only,3,4,4,0,False,200,max_steps,True,0.0,1,77.9,88.5,0.115,2.30,4,99,0,0,0,clean
hypothesis,0311,q35a-hypothesis-vllm-append-only-0311,append-only,0,4,4,2,False,200,max_steps,True,0.0,2,63.3,85.5,0.145,2.52,0,36,0,0,0,clean
hypothesis,0408,q35a-hypothesis-vllm-append-only-0408,append-only,0,4,4,0,False,200,max_steps,True,0.0,1,74.4,95.0,0.050,59.02,0,10,0,0,0,pacing_loop
hypothesis,0410,q35a-hypothesis-vllm-append-only-0410,append-only,0,4,4,0,False,200,max_steps,True,5.5,6,81.4,91.0,0.090,29.64,2,112,14,0,0,clean
hypothesis,0412,q35a-hypothesis-vllm-append-only-0412,append-only,1,4,4,0,False,200,max_steps,True,88.0,176,94.5,97.0,0.030,1.34,166,1,8,0,0,esc_deadlock
hypothesis,0435,q35a-hypothesis-vllm-append-only-0435,append-only,0,4,4,0,False,200,max_steps,True,0.0,2,60.8,82.5,0.175,3.35,0,12,1,0,0,clean
hypothesis,0482,q35a-hypothesis-vllm-append-only-0482,append-only,1,4,4,0,False,200,max_steps,True,41.5,83,92.0,90.0,0.100,1.62,50,156,0,0,0,esc_deadlock
hypothesis,0560,q35a-hypothesis-vllm-append-only-0560,append-only,1,4,4,0,False,200,max_steps,True,2.5,5,84.4,89.5,0.105,2.20,0,57,0,0,0,clean
hypothesis,0576,q35a-hypothesis-vllm-append-only-0576,append-only,0,4,4,0,False,200,max_steps,True,0.0,1,87.4,94.0,0.060,8.62,0,75,0,0,0,clean
hypothesis,0603,q35a-hypothesis-vllm-append-only-0603,append-only,1,4,4,0,False,200,max_steps,True,0.0,1,81.9,95.0,0.050,19.78,1,76,0,0,0,pacing_loop
hypothesis,0675,q35a-hypothesis-vllm-append-only-0675,append-only,0,4,4,0,False,200,max_steps,True,0.0,2,77.9,93.5,0.065,14.51,0,129,0,0,0,clean
hypothesis,0694,q35a-hypothesis-vllm-append-only-0694,append-only,0,4,4,0,False,200,max_steps,True,0.0,1,64.3,85.0,0.150,1.51,0,8,0,0,0,clean
hypothesis,0726,q35a-hypothesis-vllm-append-only-0726,append-only,1,4,4,0,False,200,max_steps,True,0.0,1,66.8,84.0,0.160,3.28,0,10,0,0,0,clean
hypothesis,0763,q35a-hypothesis-vllm-append-only-0763,append-only,2,4,4,0,False,200,max_steps,True,20.5,41,79.9,93.5,0.065,5.77,0,10,0,0,0,navigation_freeze
